,Price,SQFT,rooms,Des
517,"₹ 18.99 Lac
₹ 3,074/sq.ft.","617 sq.ft.
(57 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Gandhi Path
518,"₹ 65 Lac
₹ 3,548/sq.ft.","1,832 sq.ft.
(170 sq.m.) Super built-up Area","3 BHK
4 Baths",3 BHK Residential Apartment in Vaishali Nagar
519,"₹ 75 Lac
₹ 9,158/sq.ft.","819 sq.ft.
(76 sq.m.) Plot Area","3 BHK
3 Baths","3 Bedroom Independent House in Purani chungi, ajmer road,jaipur"
520,"₹ 58 Lac
₹ 3,742/sq.ft.","1,550 sq.ft.
(144 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Amrapali Marg
521,"₹ 70 Lac
₹ 64,950/sq.ft.","100 sq.ft.
(9 sq.m.) Plot Area","4 BHK
3 Baths",4 Bedroom Independent House in Vaishali Nagar
522,"₹ 1.85 Cr
₹ 7,500/sq.ft.","2,467 sq.ft.
(229 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Civil Lines
523,"₹ 42.05 Lac
₹ 3,014/sq.ft.","1,395 sq.ft.
(130 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mansarovar Extension
524,"₹ 65 Lac
₹ 7,222/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Vaishali Nagar
525,"₹ 65 Lac
₹ 3,253/sq.ft.","1,998 sq.ft.
(186 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Vaishali Nagar
526,"₹ 35.72 Lac
₹ 3,800/sq.ft.","940 sq.ft.
(87 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar
527,"₹ 72.25 Lac
₹ 3,800/sq.ft.","1,901 sq.ft.
(177 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Kanakpura
528,"₹ 64.95 Lac
₹ 7,217/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Vaishali Nagar
529,"₹ 55 Lac
₹ 7,189/sq.ft.","765 sq.ft.
(71 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Vaishali Nagar
530,"₹ 43 Lac
₹ 3,659/sq.ft.","1,175 sq.ft.
(109 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
531,"₹ 30.07 Lac
₹ 3,350/sq.ft.","897 sq.ft.
(83 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
532,"₹ 32 Lac
₹ 2,461/sq.ft.","1,300 sq.ft.
(121 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mansarovar
533,"₹ 85 Lac
₹ 4,047/sq.ft.","2,100 sq.ft.
(195 sq.m.) Super built-up Area","4 BHK
4 Baths",4 BHK Residential Apartment in Nirman Nagar
534,"₹ 40 Lac
₹ 2,666/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","4 BHK
4 Baths",4 BHK Residential Apartment in Mansarovar
535,"₹ 43 Lac
₹ 2,687/sq.ft.","1,600 sq.ft.
(149 sq.m.) Super built-up Area","4 BHK
3 Baths",4 BHK Residential Apartment in Gandhi Path
536,"₹ 38 Lac
₹ 2,676/sq.ft.","1,420 sq.ft.
(132 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Vaishali Nagar
537,"₹ 65 Lac
₹ 7,222/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Patrakar Colony
538,"₹ 55 Lac
₹ 3,691/sq.ft.","1,490 sq.ft.
(138 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Ajmer Road
539,"₹ 1.56 Cr
₹ 4,200/sq.ft.","3,719 sq.ft.
(346 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Mansarovar
540,"₹ 1.06 Cr
₹ 5,000/sq.ft.","2,121 sq.ft.
(197 sq.m.) Super built-up Area","4 BHK
4 Baths",4 BHK Residential Apartment in Sodala
541,"₹ 99.93 Lac
₹ 3,749/sq.ft.","2,664 sq.ft.
(247 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
542,"₹ 45 Lac
₹ 4,090/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Nirman Nagar
543,"₹ 3.51 Cr
₹ 2,222/sq.ft.","15,800 sq.ft.
(1468 sq.m.) Plot Area",,Residential land / Plot in Kho Nagoriyan
544,"₹ 4.68 Cr
₹ 1,889/sq.ft.","24,750 sq.ft.
(2299 sq.m.) Plot Area",,Residential land / Plot in Kho Nagoriyan
545,"₹ 27 Lac
₹ 2,700/sq.ft.","1,000 sq.ft.
(93 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar
546,"₹ 18.5 Lac
₹ 2,764/sq.ft.","669 sq.ft.
(62 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jhotwara
547,"₹ 1.5 Cr
₹ 6,944/sq.ft.","2,160 sq.ft.
(201 sq.m.) Plot Area",,Residential land / Plot in Rani Sati Nagar
548,"₹ 1.4 Cr
₹ 9,333/sq.ft.","1,500 sq.ft.
(139 sq.m.) Built-up Area","2 BHK
2 Baths",2 Bedroom Independent House in Vaishali Nagar
549,"₹ 11.5 Lac
₹ 1,278/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Jaisinghpura
550,"₹ 13 Lac
₹ 2,366/sq.ft.","549 sq.ft.
(51 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jaisinghpura
551,"₹ 45 Lac
₹ 7,576/sq.ft.","594 sq.ft.
(55 sq.m.) Plot Area",,Residential land / Plot in Vaishali Nagar
552,"₹ 68 Lac
₹ 3,778/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Vaishali Nagar
553,"₹ 92 Lac
₹ 4,380/sq.ft.","2,100 sq.ft.
(195 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Murlipura
554,"₹ 1 Cr
₹ 4,761/sq.ft.","2,100 sq.ft.
(195 sq.m.) Built-up Area","3 BHK
3 Baths",3 Bedroom Independent House in Murlipura
555,"₹ 98 Lac
₹ 8,187/sq.ft.","1,197 sq.ft.
(111 sq.m.) Plot Area","3 BHK
4 Baths",3 Bedroom Independent House in Jagdamba Nagar
556,"₹ 65 Lac
₹ 3,873/sq.ft.","1,575 sq.ft.
(146 sq.m.) Plot Area",,Residential land / Plot in Jagatpura
557,"₹ 50 Lac
₹ 5,500/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","4 BHK
4 Baths","4 Bedroom Independent House in Ganesh Nagar, KARDHANI, Kalwar Road KALWAD ROAD"
558,"₹ 1.04 Cr
₹ 4,200/sq.ft.","2,479 sq.ft.
(230 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mansarovar
559,"₹ 33.42 Lac
₹ 3,100/sq.ft.","1,078 sq.ft.
(100 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar
560,"₹ 42 Lac
₹ 4,667/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Benad Road
561,"₹ 1.4 Cr
₹ 5,490/sq.ft.","2,550 sq.ft.
(237 sq.m.) Built-up Area","4 BHK
4 Baths",4 Bedroom Independent House in Murlipura
562,"₹ 30.1 Lac
₹ 1,556/sq.ft.","1,935 sq.ft.
(180 sq.m.) Plot Area",,Residential land / Plot in Mahindra Sez
563,"₹ 86 Lac
₹ 11,376/sq.ft.","756 sq.ft.
(70 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Chitrakoot
564,"₹ 44 Lac
₹ 4,960/sq.ft.","887 sq.ft.
(82 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Rani Sati Nagar
565,"₹ 66.55 Lac
₹ 3,398/sq.ft.","1,958 sq.ft.
(182 sq.m.) Super built-up Area","3 BHK
4 Baths",3 BHK Residential Apartment in Sirsi Road
566,"₹ 1.37 Cr
₹ 7,515/sq.ft.","1,783 sq.ft.
(166 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jyothi Nagar
567,"₹ 1.05 Cr
₹ 4,468/sq.ft.","2,350 sq.ft.
(218 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Murlipura
568,"₹ 2.5 Cr
₹ 10,064/sq.ft.","2,484 sq.ft.
(231 sq.m.) Plot Area",,Residential land / Plot in Vaishali Nagar
569,"₹ 62.28 Lac
₹ 4,000/sq.ft.","1,557 sq.ft.
(145 sq.m.) Plot Area",,Residential land / Plot in Vaishali Nagar
570,"₹ 53 Lac
₹ 7,361/sq.ft.","720 sq.ft.
(67 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Sirsi Road
571,"₹ 55 Lac
₹ 4,400/sq.ft.","1,250 sq.ft.
(116 sq.m.) Built-up Area","3 BHK
3 Baths",3 Bedroom Independent House in Sirsi Road
572,"₹ 75 Lac
₹ 3,571/sq.ft.","2,100 sq.ft.
(195 sq.m.) Built-up Area","3 BHK
3 Baths",3 Bedroom Independent House in Murlipura
573,"₹ 75 Lac
₹ 3,658/sq.ft.","2,050 sq.ft.
(190 sq.m.) Built-up Area","4 BHK
2 Baths",4 Bedroom Independent House in Murlipura
574,"₹ 68 Lac
₹ 5,949/sq.ft.","1,143 sq.ft.
(106 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Mansarovar
575,"₹ 39 Lac
₹ 3,459/sq.ft.","1,127 sq.ft.
(105 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Jagatpura
576,"₹ 49.95 Lac
₹ 4,500/sq.ft.","1,110 sq.ft.
(103 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Shyam Nagar
577,"₹ 35 Lac
₹ 3,333/sq.ft.","1,050 sq.ft.
(98 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Siddharth Nagar
578,"₹ 41 Lac
₹ 2,733/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Vaishali Nagar
579,"₹ 38 Lac
₹ 2,666/sq.ft.","1,425 sq.ft.
(132 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Vaishali Nagar
580,"₹ 1.6 Cr
₹ 6,667/sq.ft.","2,394 sq.ft.
(222 sq.m.) Plot Area",,Residential land / Plot in Rani Sati Nagar
581,"₹ 13.5 Lac
₹ 2,000/sq.ft.","675 sq.ft.
(63 sq.m.) Plot Area",,Residential land / Plot in Mahapura
582,"₹ 25.99 Lac
₹ 3,171/sq.ft.","819 sq.ft.
(76 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Gandhi Path
583,"₹ 39.3 Lac
₹ 3,333/sq.ft.","1,179 sq.ft.
(110 sq.m.) Plot Area",,Residential land / Plot in Gandhi Path
584,"₹ 27.74 Lac
₹ 1,666/sq.ft.","1,665 sq.ft.
(155 sq.m.) Plot Area",,Residential land / Plot in Mahapura
585,"₹ 59.98 Lac
₹ 1,666/sq.ft.","3,600 sq.ft.
(334 sq.m.) Plot Area",,Residential land / Plot in Mahapura
586,"₹ 44 Lac
₹ 3,099/sq.ft.","1,420 sq.ft.
(132 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jhotwara
587,"₹ 40 Lac
₹ 8,888/sq.ft.","450 sq.ft.
(42 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Ayodhya Nagar
588,"₹ 3 Cr
₹ 5,080/sq.ft.","6,200 sq.ft.
(576 sq.m.) Built-up Area","7 BHK
6 Baths",7 Bedroom Independent House in Vaishali Nagar
589,"₹ 55 Lac
₹ 6,111/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Vaishali Nagar
590,"₹ 32.5 Lac
₹ 3,801/sq.ft.","855 sq.ft.
(79 sq.m.) Plot Area",,Residential land / Plot in Vaishali Nagar
591,"₹ 29 Lac
₹ 3,118/sq.ft.","930 sq.ft.
(86 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Nirman Nagar
592,"₹ 36.5 Lac
₹ 2,433/sq.ft.","1,500 sq.ft.
(139 sq.m.) Built-up Area","3 BHK
3 Baths",3 Bedroom Independent House in Gokulpura
593,"₹ 53.25 Lac
₹ 2,778/sq.ft.","1,917 sq.ft.
(178 sq.m.) Plot Area",,Residential land / Plot in Jagatpura
594,"₹ 1 Cr
₹ 7,663/sq.ft.","1,305 sq.ft.
(121 sq.m.) Plot Area",,Residential land / Plot in Chitrakoot
595,"₹ 36 Lac
₹ 4,000/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Kalwar Road
596,"₹ 40 Lac
₹ 4,000/sq.ft.","1,000 sq.ft.
(93 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sanganer
597,"₹ 65 Lac
₹ 4,814/sq.ft.","1,350 sq.ft.
(125 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Mansarovar
598,"₹ 21.11 Lac
₹ 2,123/sq.ft.","1,036 sq.ft.
(96 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in omax city before toll on ajmer road
599,"₹ 82 Lac
₹ 7,854/sq.ft.","1,044 sq.ft.
(97 sq.m.) Plot Area","6 BHK
4 Baths",6 Bedroom Independent House in Jhotwara
600,"₹ 15.5 Lac
₹ 1,860/sq.ft.","833 sq.ft.
(77 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Khora Bisal
601,"₹ 1.62 Cr
₹ 6,708/sq.ft.","2,415 sq.ft.
(224 sq.m.) Super built-up Area","4 BHK
4 Baths",4 BHK Residential Apartment in Vaishali Nagar
602,"₹ 13 Lac
₹ 2,272/sq.ft.","572 sq.ft.
(53 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Ajairajpura
603,"₹ 7.5 Lac
₹ 841/sq.ft.","891 sq.ft.
(83 sq.m.) Plot Area",,Residential land / Plot in Mokhampura
604,"₹ 35 Lac
₹ 3,092/sq.ft.","1,132 sq.ft.
(105 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sirsi Road
605,"₹ 55 Lac
₹ 3,548/sq.ft.","1,550 sq.ft.
(144 sq.m.) Super built-up Area","4 BHK
3 Baths",4 BHK Residential Apartment in Siddhart nagar
606,"₹ 45 Lac
₹ 5,000/sq.ft.","900 sq.ft.
(84 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Barkat Nagar
607,"₹ 32 Lac
₹ 2,724/sq.ft.","1,175 sq.ft.
(109 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
608,"₹ 41 Lac
₹ 2,695/sq.ft.","1,521 sq.ft.
(141 sq.m.) Plot Area","4 BHK
3 Baths",4 Bedroom Independent House in Kalwar Road
609,"₹ 3 Cr
₹ 12,500/sq.ft.","2,400 sq.ft.
(223 sq.m.) Plot Area","7 BHK
9 Baths",7 Bedroom Independent House in Sikar Road
610,"₹ 72 Lac
₹ 4,500/sq.ft.","1,600 sq.ft.
(149 sq.m.) Built-up Area","4 BHK
3 Baths",4 BHK Independent Builder Floor in New Sanganer Road
611,"₹ 41 Lac
₹ 2,711/sq.ft.","1,512 sq.ft.
(140 sq.m.) Plot Area","4 BHK
3 Baths",4 Bedroom Independent House in Kalwar Road
612,"₹ 35 Lac
₹ 3,613/sq.ft.","968 sq.ft.
(90 sq.m.) Plot Area",,Residential land / Plot in Ramnagariya
613,"₹ 4.25 Cr
₹ 12,297/sq.ft.","3,456 sq.ft.
(321 sq.m.) Plot Area","8 BHK
4 Baths",8 Bedroom Independent House in Jhotwara
614,"₹ 4.3 Cr
₹ 11,111/sq.ft.","3,870 sq.ft.
(360 sq.m.) Plot Area","17 BHK
6 Baths",17 Bedroom Independent House in Shastri Nagar
615,"₹ 1 Cr
₹ 2,389/sq.ft.","4,185 sq.ft.
(389 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Kanwar Nagar
616,"₹ 30 Lac
₹ 5,556/sq.ft.","540 sq.ft.
(50 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Govindpura Kalwar Road
617,"₹ 32.21 Lac
₹ 3,579/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Kalwar Road Jaipur
618,"₹ 32 Lac
₹ 4,741/sq.ft.","675 sq.ft.
(63 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Kalwar Road Jaipur
619,"₹ 35 Lac
₹ 2,500/sq.ft.","1,400 sq.ft.
(130 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Mansarovar Extension
620,"₹ 13 Lac
₹ 1,006/sq.ft.","1,291 sq.ft.
(120 sq.m.) Plot Area",,Residential land / Plot in Kanota
621,"₹ 32.51 Lac
₹ 4,063/sq.ft.","800 sq.ft.
(74 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Vaishali Nagar
622,"₹ 45.5 Lac
₹ 3,250/sq.ft.","1,400 sq.ft.
(130 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Patrakar Colony
623,"₹ 1.2 Cr
₹ 6,703/sq.ft.","1,790 sq.ft.
(166 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Near amanishah Dargah Kavauntiya Hospital
624,Price on Request,"900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Mahlan
625,"₹ 16 Lac
₹ 1,195/sq.ft.","1,338 sq.ft.
(124 sq.m.) Plot Area",,Residential land / Plot in Agra Road
626,"₹ 69 Lac
₹ 71,134/sq.ft.","97 sq.ft.
(9 sq.m.) Plot Area","5 BHK
7 Baths",5 Bedroom Independent House in Panchyawala
627,"₹ 30 Lac
₹ 2,308/sq.ft.","1,299 sq.ft.
(121 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Mansarovar
628,"₹ 45 Lac
₹ 3,886/sq.ft.","1,158 sq.ft.
(108 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar Extension
629,"₹ 28 Lac
₹ 5,556/sq.ft.","504 sq.ft.
(47 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Paldi Meena
630,Price on Request,"130 sq.ft.
(12 sq.m.) Carpet Area","3 BHK
1 Bath",3 BHK Independent Builder Floor in Jhotwara
631,"₹ 65 Lac
₹ 4,571/sq.ft.","1,422 sq.ft.
(132 sq.m.) Plot Area",,Residential land / Plot in Jhotwara
632,"₹ 1.1 Cr
₹ 5,408/sq.ft.","2,034 sq.ft.
(189 sq.m.) Plot Area","2 BHK
1 Bath","2 Bedroom Independent House in Kailashpuri, amer road"
633,"₹ 32.51 Lac
₹ 4,063/sq.ft.","800 sq.ft.
(74 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Gandhi Path
634,"₹ 22 Lac
₹ 2,558/sq.ft.","860 sq.ft.
(80 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sanjay Nagar
635,"₹ 37 Lac
₹ 2,466/sq.ft.","1,500 sq.ft.
(139 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jagatpura
636,"₹ 37 Lac
₹ 4,568/sq.ft.","810 sq.ft.
(75 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Kalwar Road
637,"₹ 11 Lac
₹ 2,075/sq.ft.","530 sq.ft.
(49 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
638,"₹ 76 Lac
₹ 3,235/sq.ft.","2,349 sq.ft.
(218 sq.m.) Plot Area",,Residential land / Plot in Sikar Road
639,"₹ 80 Lac
₹ 3,951/sq.ft.","2,025 sq.ft.
(188 sq.m.) Plot Area",,Residential land / Plot in Murlipura
640,"₹ 35 Lac
₹ 1,944/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,"Residential land / Plot in Manglam City,Kalwar Road"
641,"₹ 60 Lac
₹ 6,000/sq.ft.","1,000 sq.ft.
(93 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Jyoti Nagar
642,"₹ 1.4 Cr
₹ 7,999/sq.ft.","1,750 sq.ft.
(163 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Bapu Nagar
643,"₹ 25 Lac
₹ 1,250/sq.ft.","2,000 sq.ft.
(186 sq.m.) Plot Area",,Residential land / Plot in Balaji Vihar
644,"₹ 50 Lac
₹ 2,858/sq.ft.","1,750 sq.ft.
(163 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Kalwar Road
645,"₹ 38 Lac
₹ 3,166/sq.ft.","1,200 sq.ft.
(111 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Narayan Vihar
646,"₹ 63 Lac
₹ 3,531/sq.ft.","1,784 sq.ft.
(166 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Vaishali Nagar
647,"₹ 48 Lac
₹ 3,310/sq.ft.","1,450 sq.ft.
(135 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Sikar Road
648,"₹ 3.88 Lac
₹ 388/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
649,"₹ 42 Lac
₹ 3,000/sq.ft.","1,457 sq.ft.
(135 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Mansarovar Extension
650,"₹ 31 Lac
₹ 3,875/sq.ft.","800 sq.ft.
(74 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Jagatpura
651,"₹ 26 Lac
₹ 2,937/sq.ft.","885 sq.ft.
(82 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
652,"₹ 25 Lac
₹ 2,525/sq.ft.","990 sq.ft.
(92 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar
653,"₹ 95 Lac
₹ 5,277/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area","6 BHK
4 Baths",6 Bedroom Independent House in Macheda
654,"₹ 61 Lac
₹ 6,421/sq.ft.","950 sq.ft.
(88 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Sector 2 Vidhyadhar Nagar
655,"₹ 25 Lac
₹ 1,838/sq.ft.","1,360 sq.ft.
(126 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Kalwar Road
656,"₹ 75 Lac
₹ 4,209/sq.ft.","1,782 sq.ft.
(166 sq.m.) Plot Area",,Residential land / Plot in Prithviraj Nagar
657,"₹ 24.11 Lac
₹ 2,499/sq.ft.","1,000 sq.ft.
(93 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar Extension
658,"₹ 45 Lac
₹ 11,556/sq.ft.","450 sq.ft.
(42 sq.m.) Super built-up Area","3 BHK
1 Bath",3 BHK Residential Apartment in Varun Path
659,"₹ 55 Lac
₹ 4,583/sq.ft.","1,200 sq.ft.
(111 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Murlipura
660,"₹ 21 Lac
₹ 2,100/sq.ft.","1,000 sq.ft.
(93 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Awadhpuri
661,"₹ 1.5 Cr
₹ 10,753/sq.ft.","1,395 sq.ft.
(130 sq.m.) Plot Area","6 BHK
7 Baths",6 Bedroom Independent House in Vaishali Nagar
662,"₹ 16.13 Lac
₹ 1,328/sq.ft.","1,215 sq.ft.
(113 sq.m.) Plot Area",,Residential land / Plot in sez roaD
663,"₹ 40 Lac
₹ 8,888/sq.ft.","450 sq.ft.
(42 sq.m.) Carpet Area","2 BHK
1 Bath",2 BHK Residential Apartment in Mansarovar
664,"₹ 60 Lac
₹ 2,517/sq.ft.","2,384 sq.ft.
(221 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
665,"₹ 50 Lac
₹ 5,000/sq.ft.","1,000 sq.ft.
(93 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Ajmer Road
666,"₹ 24 Lac
₹ 2,422/sq.ft.","950 sq.ft.
(88 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
667,"₹ 1.5 Cr
₹ 5,263/sq.ft.","2,850 sq.ft.
(265 sq.m.) Super built-up Area","6 BHK
4 Baths",6 BHK Residential Apartment in Shiv Colony Barkat Nagar
668,"₹ 50 Lac
₹ 4,166/sq.ft.","1,200 sq.ft.
(111 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Chitrakoot
669,"₹ 45 Lac
₹ 3,461/sq.ft.","1,300 sq.ft.
(121 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Ajmer Road
670,"₹ 75 Lac
₹ 5,000/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Durgapura
671,"₹ 48 Lac
₹ 4,000/sq.ft.","1,200 sq.ft.
(111 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mahesh Nagar
672,Price on Request,"105 sq.ft.
(10 sq.m.) Plot Area","3 BHK
1 Bath","3 Bedroom Independent House in Harmada, Jaipur"
673,"₹ 72 Lac
₹ 8,000/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Sirsi Road
674,"₹ 75 Lac
₹ 4,907/sq.ft.","1,528 sq.ft.
(142 sq.m.) Plot Area",,Residential property in Sector-7 Mansarovar
675,"₹ 22 Lac
₹ 1,222/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Ganeshpura
676,"₹ 80 Lac
₹ 8,888/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
4 Baths",3 Bedroom Independent House in Near Vaishali Nagar
677,"₹ 90 Lac
₹ 157,894/sq.ft.","57 sq.ft.
(5 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Mansingh Pura
678,"₹ 23 Lac
₹ 20,720/sq.ft.","111 sq.ft.
(10 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in Hathoj kalwar byepass
679,"₹ 19 Lac
₹ 3,259/sq.ft.","583 sq.ft.
(54 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jhotwara
680,"₹ 29.8 Lac
₹ 2,699/sq.ft.","1,104 sq.ft.
(103 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Patrakar Colony
