,Price,SQFT,rooms,Des
169,"₹ 30 Lac
₹ 3,102/sq.ft.","967 sq.ft.
(90 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar
170,"₹ 33 Lac
₹ 2,275/sq.ft.","1,450 sq.ft.
(135 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Mansarovar Extension
171,"₹ 24 Lac
₹ 2,386/sq.ft.","1,006 sq.ft.
(93 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
172,Price on Request,"2,394 sq.ft.
(222 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
173,"₹ 12.51 Lac
₹ 2,295/sq.ft.","545 sq.ft.
(51 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Sanganer
174,"₹ 20 Lac
₹ 4,115/sq.ft.","486 sq.ft.
(45 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Sirsi Road
175,"₹ 41.01 Lac
₹ 7,856/sq.ft.","522 sq.ft.
(49 sq.m.) Plot Area","2 BHK
1 Bath",2 Bedroom Independent House in Sindhi Colony Raja Park
176,"₹ 41.01 Lac
₹ 7,856/sq.ft.","522 sq.ft.
(49 sq.m.) Plot Area","2 BHK
1 Bath",2 Bedroom Independent House in Saket Colony
177,"₹ 39 Lac
₹ 3,904/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Govindpura Kardhani Scheme
178,"₹ 1.85 Lac
₹ 367/sq.ft.","504 sq.ft.
(47 sq.m.) Plot Area",,Residential land / Plot in Teh phagi
179,"₹ 33.7 Lac
₹ 1,239/sq.ft.","2,720 sq.ft.
(253 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
180,"₹ 16 Lac
₹ 2,000/sq.ft.","800 sq.ft.
(74 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Kanakpura
181,"₹ 35 Lac
₹ 2,916/sq.ft.","1,200 sq.ft.
(111 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Sirsi Road
182,"₹ 1.2 Cr
₹ 5,556/sq.ft.","2,160 sq.ft.
(201 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Mahapura
183,"₹ 68 Lac
₹ 4,534/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Central Spine
184,"₹ 80 Lac
₹ 8,889/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","4 BHK
3 Baths",4 Bedroom Independent House in Jhotwara
185,"₹ 48 Lac
₹ 3,567/sq.ft.","1,345 sq.ft.
(125 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jagatpura
186,"₹ 36 Lac
₹ 2,945/sq.ft.","1,222 sq.ft.
(114 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Siroli Hill
187,"₹ 42 Lac
₹ 3,101/sq.ft.","1,354 sq.ft.
(126 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mansarovar Extension
188,"₹ 42 Lac
₹ 1,500/sq.ft.","2,800 sq.ft.
(260 sq.m.) Plot Area",,Residential land / Plot in Vatika
189,"₹ 45 Lac
₹ 4,761/sq.ft.","945 sq.ft.
(88 sq.m.) Plot Area",,"Residential land / Plot in Jamnapuri, Murlipura, Jaipur, Rajasthan 302039"
190,"₹ 28 Lac
₹ 2,314/sq.ft.","1,340 sq.ft.
(124 sq.m.) Super built-up Area","2 BHK
3 Baths",2 BHK Residential Apartment in Ajmer Road
191,"₹ 40.5 Lac
₹ 3,668/sq.ft.","1,104 sq.ft.
(103 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Nemi Nagar exten
192,"₹ 48.5 Lac
₹ 3,241/sq.ft.","1,496 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jagatpura
193,"₹ 85 Lac
₹ 10,625/sq.ft.","800 sq.ft.
(74 sq.m.) Plot Area","7 BHK
3 Baths",7 Bedroom Independent House in Shrimal colony
194,"₹ 9.5 Lac
₹ 1,055/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Vatika
195,"₹ 32 Lac
₹ 2,960/sq.ft.","1,081 sq.ft.
(100 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Kalwar Road
196,"₹ 13.5 Lac
₹ 904/sq.ft.","1,494 sq.ft.
(139 sq.m.) Plot Area",,Residential land / Plot in samiksha vihar jda approved colony
197,"₹ 1.25 Cr
₹ 11,111/sq.ft.","1,125 sq.ft.
(105 sq.m.) Plot Area","7 BHK
4 Baths",7 Bedroom Independent House in Shastri Nagar
198,"₹ 21 Lac
₹ 2,100/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Mahapura
199,"₹ 55 Lac
₹ 3,676/sq.ft.","1,496 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jagatpura
200,"₹ 33 Lac
₹ 14,347/sq.ft.","230 sq.ft.
(21 sq.m.) Plot Area",,Residential land / Plot in Sanganer
201,"₹ 18 Lac
₹ 1,000/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Shivdaspura
202,"₹ 22 Lac
₹ 3,077/sq.ft.","715 sq.ft.
(66 sq.m.) Built-up Area","2 BHK
1 Bath",2 BHK Residential Apartment in Ajmer Road
203,"₹ 1.4 Cr
₹ 2,333/sq.ft.","6,000 sq.ft.
(557 sq.m.) Carpet Area","14 BHK
14 Baths",14 BHK Independent Builder Floor in Pratap Nagar
204,"₹ 20.97 Lac
₹ 1,000/sq.ft.","2,097 sq.ft.
(195 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
205,"₹ 15 Lac
₹ 1,062/sq.ft.","1,413 sq.ft.
(131 sq.m.) Plot Area",,Residential land / Plot in Kho Nagoriyan
206,"₹ 3.5 Lac
₹ 324/sq.ft.","1,080 sq.ft.
(100 sq.m.) Plot Area",,Residential land / Plot in Tonk Road
207,"₹ 4 Cr
₹ 1,548/sq.ft.","25,833 sq.ft.
(2400 sq.m.) Built-up Area","4 BHK
2 Baths",4 BHK Residential Apartment in Jawahar Nagar
208,"₹ 55 Lac
₹ 4,230/sq.ft.","1,300 sq.ft.
(121 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Moti dongri road
209,"₹ 22 Lac
₹ 2,816/sq.ft.","781 sq.ft.
(73 sq.m.) Super built-up Area",3 Baths,Independent Builder Floor in Kalwar Road
210,"₹ 20 Lac
₹ 816/sq.ft.","2,451 sq.ft.
(228 sq.m.) Plot Area",,Residential land / Plot in Chaksu
211,"₹ 1.25 Cr
₹ 6,944/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area","6 BHK
5 Baths",6 Bedroom Independent House in Budhsinghpura
212,"₹ 26 Lac
₹ 2,407/sq.ft.","1,080 sq.ft.
(100 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Niwaru
213,"₹ 5 Lac
₹ 556/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Vatika
214,"₹ 93.1 Lac
₹ 3,888/sq.ft.","2,394 sq.ft.
(222 sq.m.) Plot Area",,Residential land / Plot in New Sanganer Road
215,"₹ 48 Lac
₹ 3,716/sq.ft.","1,291 sq.ft.
(120 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Pratap Nagar
216,"₹ 3.8 Lac
₹ 422/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Chaksu
217,"₹ 30 Lac
₹ 10/sq.ft.","302,020 sq.ft.
(28059 sq.m.) Plot Area",,Residential land / Plot in Jaisingh Pura Khor
218,"₹ 35.21 Lac
₹ 2,540/sq.ft.","1,386 sq.ft.
(129 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
219,"₹ 17 Lac
₹ 1,888/sq.ft.","900 sq.ft.
(84 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in niwaru road ganesh nagar
220,"₹ 4.8 Lac
₹ 178/sq.ft.","2,700 sq.ft.
(251 sq.m.) Plot Area",,Residential land / Plot in Dudu
221,"₹ 38 Lac
₹ 3,800/sq.ft.","1,000 sq.ft.
(93 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Patel Nagar
222,"₹ 40 Lac
₹ 1,533/sq.ft.","2,610 sq.ft.
(242 sq.m.) Plot Area",,Residential land / Plot in Mahapura
223,"₹ 25 Lac
₹ 2,631/sq.ft.","950 sq.ft.
(88 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Mangal Vihar
224,"₹ 20 Lac
₹ 3,076/sq.ft.","650 sq.ft.
(60 sq.m.) Carpet Area","1 BHK
1 Bath",1 BHK Residential Apartment in Chokhi Dhani
225,"₹ 2 Cr
₹ 8,889/sq.ft.","2,250 sq.ft.
(209 sq.m.) Plot Area",,Residential land / Plot in Tonk Phatak
226,"₹ 9 Lac
₹ 929/sq.ft.","968 sq.ft.
(90 sq.m.) Plot Area",,Residential land / Plot in Kedar Vihar JDA Scheme
227,"₹ 35 Lac
₹ 2,625/sq.ft.","1,333 sq.ft.
(124 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Narayan Vihar
228,"₹ 32 Lac
₹ 4,444/sq.ft.","720 sq.ft.
(67 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in Kalwar Road
229,"₹ 38 Lac
₹ 8,444/sq.ft.","450 sq.ft.
(42 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in vaishali estate A block
230,"₹ 40 Lac
₹ 3,200/sq.ft.","1,250 sq.ft.
(116 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jhotwara
231,"₹ 32 Lac
₹ 3,200/sq.ft.","1,000 sq.ft.
(93 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sector-17 Pratap Nagar
232,"₹ 39.96 Lac
₹ 2,400/sq.ft.","1,665 sq.ft.
(155 sq.m.) Plot Area",,Residential land / Plot in chatarpura
233,"₹ 47 Lac
₹ 2,350/sq.ft.","2,000 sq.ft.
(186 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jagatpura
234,"₹ 27.18 Lac
₹ 1,000/sq.ft.","2,718 sq.ft.
(253 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
235,"₹ 1.2 Cr
₹ 48,000/sq.ft.","250 sq.ft.
(23 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in vivek vihar lalarpura ghandhipath west near PNB ATM vaishali nagar jaipur
236,"₹ 32 Lac
₹ 4,469/sq.ft.","716 sq.ft.
(67 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Arya Nagar
237,"₹ 75 Lac
₹ 7,500/sq.ft.","1,000 sq.ft.
(93 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Mansarovar Extension
238,"₹ 38.11 Lac
₹ 389/sq.ft.","9,799 sq.ft.
(910 sq.m.) Plot Area",,"Residential land / Plot in Main Ajmer Road , NH 8 , Bagru/Mahlan"
239,"₹ 2.8 Lac
₹ 280/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Chaksu
240,"₹ 15 Lac
₹ 825/sq.ft.","1,818 sq.ft.
(169 sq.m.) Plot Area",,Residential land / Plot in Jobner
241,"₹ 5 Lac
₹ 556/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Chaksu
242,"₹ 32 Lac
₹ 3,200/sq.ft.","1,000 sq.ft.
(93 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar Extension
243,"₹ 56.5 Lac
₹ 3,766/sq.ft.","1,500 sq.ft.
(139 sq.m.) Plot Area","4 BHK
3 Baths",4 Bedroom Independent House in Nadi ka phatak
244,"₹ 48 Lac
₹ 4,000/sq.ft.","1,200 sq.ft.
(111 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Malviya Nagar
245,"₹ 59 Lac
₹ 3,949/sq.ft.","1,494 sq.ft.
(139 sq.m.) Plot Area","2 BHK
1 Bath",2 Bedroom Independent House in khirni phatak
246,"₹ 40 Lac
₹ 3,921/sq.ft.","1,020 sq.ft.
(95 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Sodala
247,"₹ 12.75 Lac
₹ 656/sq.ft.","1,944 sq.ft.
(181 sq.m.) Plot Area",,Residential land / Plot in Shivdaspura
248,"₹ 55 Lac
₹ 1,217/sq.ft.","4,518 sq.ft.
(420 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
249,"₹ 17.21 Lac
₹ 3,902/sq.ft.","441 sq.ft.
(41 sq.m.) Carpet Area","1 RK
1 Bath",(1 RK) Studio Apartment in Jagatpura
250,"₹ 52 Lac
₹ 4,427/sq.ft.","1,174 sq.ft.
(109 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vidhyadhar Nagar
251,"₹ 28 Lac
₹ 2,845/sq.ft.","984 sq.ft.
(91 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar Extension
252,"₹ 23.8 Lac
₹ 4,448/sq.ft.","535 sq.ft.
(50 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
253,"₹ 41 Lac
₹ 2,603/sq.ft.","1,575 sq.ft.
(146 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mansarovar
254,"₹ 1.2 Cr
₹ 9,037/sq.ft.","1,328 sq.ft.
(123 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Kanwar Nagar
255,"₹ 3.2 Lac
₹ 356/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Tonk Road
256,"₹ 62 Lac
₹ 5,040/sq.ft.","1,230 sq.ft.
(114 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar
257,"₹ 14 Lac
₹ 1,022/sq.ft.","1,291 sq.ft.
(120 sq.m.) Plot Area",,Residential land / Plot in Rohini Nagar
258,"₹ 15 Lac
₹ 1,182/sq.ft.","1,269 sq.ft.
(118 sq.m.) Plot Area",,Residential land / Plot in Sirsi
259,"₹ 12 Lac
₹ 1,201/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
260,"₹ 1.8 Cr
₹ 7,200/sq.ft.","2,500 sq.ft.
(232 sq.m.) Carpet Area","3 BHK
4 Baths",3 BHK Residential Apartment in Vaishali Nagar
261,"₹ 35 Lac
₹ 3,500/sq.ft.","1,000 sq.ft.
(93 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Lalarpura
262,"₹ 45 Lac
₹ 3,750/sq.ft.","1,200 sq.ft.
(111 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Jagatpura
263,"₹ 20 Lac
₹ 2,105/sq.ft.","950 sq.ft.
(88 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ashok nagar Newaru Road
264,"₹ 13 Lac
₹ 2,292/sq.ft.","567 sq.ft.
(53 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jaisinghpura
265,"₹ 70 Lac
₹ 2,828/sq.ft.","2,475 sq.ft.
(230 sq.m.) Plot Area","10 BHK
5 Baths",10 Bedroom Independent House in Achrol
266,"₹ 80 Lac
₹ 10,452/sq.ft.","861 sq.ft.
(80 sq.m.) Plot Area","6 BHK
3 Baths",6 Bedroom Independent House in Amer
267,"₹ 9 Lac
₹ 929/sq.ft.","968 sq.ft.
(90 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
268,"₹ 12.6 Lac
₹ 280/sq.ft.","4,500 sq.ft.
(418 sq.m.) Plot Area",,Residential land / Plot in Dudu
269,"₹ 8.9 Lac
₹ 898/sq.ft.","990 sq.ft.
(92 sq.m.) Plot Area",,Residential land / Plot in Sarna Dungar
270,"₹ 43.5 Lac
₹ 3,634/sq.ft.","1,197 sq.ft.
(111 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Kanota
271,"₹ 90 Lac
₹ 16,981/sq.ft.","530 sq.ft.
(49 sq.m.) Plot Area","6 BHK
3 Baths",6 Bedroom Independent House in near Delhi bypass road
272,"₹ 15 Lac
₹ 1,501/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
273,"₹ 23 Lac
₹ 846/sq.ft.","2,718 sq.ft.
(253 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
274,"₹ 40 Lac
₹ 1,905/sq.ft.","2,099 sq.ft.
(195 sq.m.) Plot Area",,"Residential land / Plot in Rajiv Gandhi Nagar,jagatpura"
275,"₹ 23.5 Lac
₹ 3,342/sq.ft.","703 sq.ft.
(65 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
276,"₹ 65.2 Lac
₹ 2,300/sq.ft.","2,835 sq.ft.
(263 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
277,"₹ 87.5 Lac
₹ 7,407/sq.ft.","1,215 sq.ft.
(113 sq.m.) Plot Area","3 BHK
4 Baths",3 Bedroom Independent House in Patrakar Colony
278,"₹ 50 Lac
₹ 4,000/sq.ft.","1,250 sq.ft.
(116 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Pratap Nagar
279,"₹ 93 Lac
₹ 8,086/sq.ft.","1,150 sq.ft.
(107 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Nirman Nagar
280,"₹ 65 Lac
₹ 5,969/sq.ft.","1,089 sq.ft.
(101 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Jaisinghpura
281,"₹ 20 Lac
₹ 3,030/sq.ft.","660 sq.ft.
(61 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Jagatpura
282,"₹ 23 Lac
₹ 3,066/sq.ft.","750 sq.ft.
(70 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
283,"₹ 55 Lac
₹ 6,790/sq.ft.","810 sq.ft.
(75 sq.m.) Plot Area","5 BHK
4 Baths",5 Bedroom Independent House in Vidyadhar Nagar
284,"₹ 32.5 Lac
₹ 1,664/sq.ft.","1,953 sq.ft.
(181 sq.m.) Plot Area",,"Residential land / Plot in Near Mahindra SEZ, Emaar Jaipur Greens"
285,"₹ 68 Lac
₹ 5,453/sq.ft.","1,247 sq.ft.
(116 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Sector-7 Vidhyadhar Nagar
286,"₹ 53 Lac
₹ 3,509/sq.ft.","1,510 sq.ft.
(140 sq.m.) Carpet Area","3 BHK
4 Baths",3 Bedroom Independent House in Patarkar colony
287,"₹ 50 Lac
₹ 1,644/sq.ft.","3,042 sq.ft.
(283 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
288,"₹ 55 Lac
₹ 5,055/sq.ft.","1,088 sq.ft.
(101 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Raja Park
289,"₹ 46 Lac
₹ 2,190/sq.ft.","2,100 sq.ft.
(195 sq.m.) Plot Area",,Residential land / Plot in Ridhi sidhi 3rd
290,"₹ 2.1 Cr
₹ 11,666/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Near Akshardham Mandir
291,"₹ 66 Lac
₹ 5,280/sq.ft.","1,250 sq.ft.
(116 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Dev Nagar
292,"₹ 95 Lac
₹ 1,991/sq.ft.","4,770 sq.ft.
(443 sq.m.) Plot Area",,Residential land / Plot in Mahapura
293,"₹ 3.5 Lac
₹ 180/sq.ft.","1,950 sq.ft.
(181 sq.m.) Plot Area",,Residential land / Plot in Phagi
294,"₹ 23.5 Lac
₹ 2,043/sq.ft.","1,150 sq.ft.
(107 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Niwaru Road
295,"₹ 17.5 Lac
₹ 1,666/sq.ft.","1,050 sq.ft.
(98 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mohana Mandi
296,"₹ 8.9 Lac
₹ 659/sq.ft.","1,350 sq.ft.
(125 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
297,"₹ 22 Lac
₹ 2,750/sq.ft.","800 sq.ft.
(74 sq.m.) Carpet Area","2 BHK
1 Bath",2 BHK Residential Apartment in Sector-28 Pratap Nagar
298,"₹ 10 Lac
₹ 556/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
299,"₹ 8 Lac
₹ 593/sq.ft.","1,350 sq.ft.
(125 sq.m.) Plot Area",,Residential land / Plot in PINKCITY PHASE-3
300,"₹ 16.9 Lac
₹ 1,877/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Main Mahindra SEZ road
301,"₹ 48 Lac
₹ 2,000/sq.ft.","2,399 sq.ft.
(223 sq.m.) Plot Area",,Residential land / Plot in paschim vihar
302,"₹ 40 Lac
₹ 2,751/sq.ft.","1,454 sq.ft.
(135 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
303,"₹ 40 Lac
₹ 4,617/sq.ft.","866 sq.ft.
(80 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Nirman Nagar
304,"₹ 50 Lac
₹ 5,005/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Jeevan Vihar
305,"₹ 2.75 Cr
₹ 6,395/sq.ft.","4,300 sq.ft.
(399 sq.m.) Super built-up Area","4 BHK
5 Baths",4 BHK Residential Apartment in Tonk Road
306,"₹ 1.2 Cr
₹ 34,285/sq.ft.","350 sq.ft.
(33 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Bajaj Nagar
307,"₹ 4.5 Lac
₹ 333/sq.ft.","1,350 sq.ft.
(125 sq.m.) Plot Area",,Residential land / Plot in Chaksu
308,"₹ 1.75 Cr
₹ 7,847/sq.ft.","2,230 sq.ft.
(207 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in C K Birla hospital
309,"₹ 28 Lac
₹ 4,375/sq.ft.","640 sq.ft.
(59 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Kalwar
310,"₹ 10 Lac
₹ 1,111/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
311,"₹ 95 Lac
₹ 9,259/sq.ft.","1,026 sq.ft.
(95 sq.m.) Plot Area",,Residential land / Plot in Brahmpuri
312,"₹ 47 Lac
₹ 3,916/sq.ft.","1,200 sq.ft.
(111 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
313,"₹ 32 Lac
₹ 2,344/sq.ft.","1,365 sq.ft.
(127 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Ajmer Road
314,"₹ 2.6 Cr
₹ 17,333/sq.ft.","1,500 sq.ft.
(139 sq.m.) Built-up Area","5 BHK
5 Baths",5 Bedroom Independent House in Sikar Road
315,"₹ 5 Lac
₹ 556/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Mahlan
316,"₹ 28 Lac
₹ 2,489/sq.ft.","1,125 sq.ft.
(105 sq.m.) Plot Area","2 BHK
1 Bath",2 Bedroom Independent House in Bhankrota
317,"₹ 38 Lac
₹ 3,040/sq.ft.","1,250 sq.ft.
(116 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
318,"₹ 32 Lac
₹ 2,311/sq.ft.","1,385 sq.ft.
(129 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jagatpura
319,"₹ 11.21 Lac
₹ 1,648/sq.ft.","730 sq.ft.
(68 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Manglam City
320,Price on Request,"450 sq.ft.
(42 sq.m.) Plot Area",,Residential land / Plot in Ghaziabad Uttar Pradesh
321,"₹ 10.36 Lac
₹ 467/sq.ft.","2,219 sq.ft.
(206 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
322,"₹ 90 Lac
₹ 3,333/sq.ft.","2,700 sq.ft.
(251 sq.m.) Plot Area",,Residential land / Plot in Kukas
323,"₹ 52.5 Lac
₹ 3,500/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ajmer Road
324,"₹ 32 Lac
₹ 2,461/sq.ft.","1,300 sq.ft.
(121 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Bindayaka Bus Stand
325,"₹ 21 Lac
₹ 2,333/sq.ft.","900 sq.ft.
(84 sq.m.) Built-up Area","1 BHK
1 Bath",1 BHK Independent Builder Floor in Jagatpura
326,"₹ 26 Lac
₹ 3,467/sq.ft.","750 sq.ft.
(70 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Mansarovar
327,"₹ 52 Lac
₹ 2,971/sq.ft.","1,750 sq.ft.
(163 sq.m.) Built-up Area","4 BHK
3 Baths",4 BHK Independent Builder Floor in Vaishali Nagar
328,"₹ 23 Lac
₹ 4,537/sq.ft.","506 sq.ft.
(47 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Royal City
329,"₹ 25 Lac
₹ 2,392/sq.ft.","1,045 sq.ft.
(97 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
330,"₹ 10 Lac
₹ 556/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
331,"₹ 5 Lac
₹ 556/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Kishanpura
332,"₹ 17 Lac
₹ 3,057/sq.ft.","556 sq.ft.
(52 sq.m.) Super built-up Area","1 RK
1 Bath",(1 RK) Studio Apartment in Ajmer Road
333,"₹ 2 Lac
₹ 413/sq.ft.","484 sq.ft.
(45 sq.m.) Plot Area",,Residential land / Plot in Kodar
334,"₹ 85 Lac
₹ 3,400/sq.ft.","2,500 sq.ft.
(232 sq.m.) Plot Area","5 BHK
3 Baths",5 Bedroom Independent House in khirni phatak
335,"₹ 45 Lac
₹ 3,896/sq.ft.","1,155 sq.ft.
(107 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajairajpura
336,"₹ 33.57 Lac
₹ 1,703/sq.ft.","1,971 sq.ft.
(183 sq.m.) Plot Area",,Residential land / Plot in Mahindra Sez
337,"₹ 55 Lac
₹ 44,000/sq.ft.","125 sq.ft.
(12 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Hathoj
